CpG,gene,region,feature
cg21406409,KIF1B,body,KIF1B__body
cg21406518,MYT1,promoter,MYT1__promoter
cg21406786,FBN1,body,FBN1__body
cg21406811,FAF1,body,FAF1__body
cg21406967,TRIP6,promoter,TRIP6__promoter
cg21407055,ART1,promoter,ART1__promoter
cg21407117,OBSCN,body,OBSCN__body
cg21407196,LRRC41,body,LRRC41__body
cg21407354,C22orf9,promoter,C22orf9__promoter
cg21407818,FLJ39609,body,FLJ39609__body
cg21407839,DYRK1A,promoter,DYRK1A__promoter
cg21407899,ITPR1,body,ITPR1__body
cg21407906,C20orf20,promoter,C20orf20__promoter
cg21408061,SSR2,body,SSR2__body
cg21408294,GJA4,promoter,GJA4__promoter
cg21408581,RAB3GAP2,body,RAB3GAP2__body
cg21408624,GRB10,promoter,GRB10__promoter
cg21408716,PPM1M,promoter,PPM1M__promoter
cg21408763,FLNC,body,FLNC__body
cg21408848,IQSEC1,body,IQSEC1__body
cg21409449,MAD1L1,body,MAD1L1__body
cg21409722,AKAP1,promoter,AKAP1__promoter
cg21409833,DOCK7,promoter,DOCK7__promoter
cg21409881,NKX2-2,promoter,NKX2-2__promoter
cg21409965,GRIK3,body,GRIK3__body
cg21410080,ABCG1,promoter,ABCG1__promoter
cg21410100,CAPZB,body,CAPZB__body
cg21410276,THSD4,body,THSD4__body
cg21410633,CAP1,body,CAP1__body
cg21410806,ZBTB17,body,ZBTB17__body
cg21410961,DPH2,promoter,DPH2__promoter
cg21410980,N4BP2,body,N4BP2__body
cg21410991,ISL1,promoter,ISL1__promoter
cg21410994,CCDC21,promoter,CCDC21__promoter
cg21411008,C7orf31,body,C7orf31__body
cg21411075,FLJ10038,promoter,FLJ10038__promoter
cg21411233,TRIM46,promoter,TRIM46__promoter
cg21411366,SOD3,promoter,SOD3__promoter
cg21411490,PATZ1,body,PATZ1__body
cg21411534,TNKS2,body,TNKS2__body
cg21411674,GHRL,promoter,GHRL__promoter
cg21411702,TNXB,body,TNXB__body
cg21411705,NHSL1,body,NHSL1__body
cg21411757,NUDT4,promoter,NUDT4__promoter
cg21411834,KCTD3,promoter,KCTD3__promoter
cg21412629,PRDM16,body,PRDM16__body
cg21412748,FCHSD2,body,FCHSD2__body
cg21412928,DHX16,promoter,DHX16__promoter
cg21412992,NFIA,promoter,NFIA__promoter
cg21413133,ATP2B2,body,ATP2B2__body
cg21413173,KIAA1026,promoter,KIAA1026__promoter
cg21413251,PIP5K1B,promoter,PIP5K1B__promoter
cg21413258,TAF9,promoter,TAF9__promoter
cg21413325,RYR3,promoter,RYR3__promoter
cg21413448,IFT80,promoter,IFT80__promoter
cg21413492,COL9A1,body,COL9A1__body
cg21413742,PARK2,body,PARK2__body
cg21413754,TRIM27,promoter,TRIM27__promoter
cg21413905,TNIK,promoter,TNIK__promoter
cg21414636,NRBP2,promoter,NRBP2__promoter
cg21414842,NFIA,body,NFIA__body
cg21415035,ACVRL1,promoter,ACVRL1__promoter
cg21415060,FCER1A,body,FCER1A__body
cg21415068,TROAP,promoter,TROAP__promoter
cg21415215,NOS1AP,body,NOS1AP__body
cg21415227,SPON1,body,SPON1__body
cg21415286,ANKRD32,promoter,ANKRD32__promoter
cg21415292,PLXNB1,promoter,PLXNB1__promoter
cg21415305,TTLL3,promoter,TTLL3__promoter
cg21415347,ZBTB40,promoter,ZBTB40__promoter
cg21415385,VGLL4,body,VGLL4__body
cg21415527,DGKI,body,DGKI__body
cg21415530,KCNK9,promoter,KCNK9__promoter
cg21415549,ARSJ,promoter,ARSJ__promoter
cg21415643,HIVEP3,promoter,HIVEP3__promoter
cg21415682,GRINA,promoter,GRINA__promoter
cg21415698,EXPH5,promoter,EXPH5__promoter
cg21415724,CIT,body,CIT__body
cg21415969,PTPLB,promoter,PTPLB__promoter
cg21415998,SSBP3,body,SSBP3__body
cg21416022,TTC23,promoter,TTC23__promoter
cg21416181,ASIP,body,ASIP__body
cg21416237,FKBP10,body,FKBP10__body
cg21416544,A2ML1,body,A2ML1__body
cg21416602,FAM149B1,promoter,FAM149B1__promoter
cg21416692,PHC2,promoter,PHC2__promoter
cg21416968,ATP6V0B,promoter,ATP6V0B__promoter
cg21417192,PSEN2,promoter,PSEN2__promoter
cg21417229,SMTN,promoter,SMTN__promoter
cg21417259,TNRC18,body,TNRC18__body
cg21417399,ADCK5,body,ADCK5__body
cg21417627,GLT25D2,promoter,GLT25D2__promoter
cg21417843,ZCCHC17,promoter,ZCCHC17__promoter
cg21418052,B3GALTL,promoter,B3GALTL__promoter
cg21418076,LTB4R2,promoter,LTB4R2__promoter
cg21418575,RASSF1,promoter,RASSF1__promoter
cg21418854,C1orf113,promoter,C1orf113__promoter
cg21419003,ADORA3,promoter,ADORA3__promoter
cg21419286,WDR27,body,WDR27__body
cg21419383,IVL,promoter,IVL__promoter
cg21419428,SIK2,body,SIK2__body
cg21419475,EIF2B1,promoter,EIF2B1__promoter
cg21419528,CCAR1,promoter,CCAR1__promoter
cg21419585,FAM46C,body,FAM46C__body
cg21420186,RASSF8,promoter,RASSF8__promoter
cg21420366,NGF,promoter,NGF__promoter
cg21420531,SLC5A6,promoter,SLC5A6__promoter
cg21421098,ANKRD34A,promoter,ANKRD34A__promoter
cg21421408,SLC25A24,promoter,SLC25A24__promoter
cg21421501,FTH1,body,FTH1__body
cg21421701,BATF3,body,BATF3__body
cg21421984,TRRAP,body,TRRAP__body
cg21422024,YTHDF3,promoter,YTHDF3__promoter
cg21422208,RFT1,promoter,RFT1__promoter
cg21422400,GNB1,body,GNB1__body
cg21422424,FAM194A,promoter,FAM194A__promoter
cg21422475,SLC4A8,body,SLC4A8__body
cg21422605,LPAR3,body,LPAR3__body
cg21422622,SGSM3,promoter,SGSM3__promoter
cg21422672,COL18A1,body,COL18A1__body
cg21422770,HLCS,promoter,HLCS__promoter
cg21422871,FGGY,body,FGGY__body
cg21422909,IFI6,body,IFI6__body
cg21423404,KDM2B,body,KDM2B__body
cg21423557,C2orf3,body,C2orf3__body
cg21423724,PTPRZ1,promoter,PTPRZ1__promoter
cg21423741,FOXP1,body,FOXP1__body
cg21423973,TYW1B,promoter,TYW1B__promoter
cg21424090,TREH,promoter,TREH__promoter
cg21424120,NMUR1,promoter,NMUR1__promoter
cg21424664,CHCHD2,promoter,CHCHD2__promoter
cg21424717,PNRC1,promoter,PNRC1__promoter
cg21424782,SNAI1,promoter,SNAI1__promoter
cg21424801,MRPS18B,promoter,MRPS18B__promoter
cg21424904,GRK6,promoter,GRK6__promoter
cg21424940,TWIST1,promoter,TWIST1__promoter
cg21425003,TNK2,body,TNK2__body
cg21425296,KALRN,body,KALRN__body
cg21425332,PCYOX1,promoter,PCYOX1__promoter
cg21425607,ZFPM2,body,ZFPM2__body
cg21425842,HIST1H4F,promoter,HIST1H4F__promoter
cg21426303,ZHX2,promoter,ZHX2__promoter
cg21426559,CUX2,body,CUX2__body
cg21426686,SLC6A13,body,SLC6A13__body
cg21426759,TRIM39,body,TRIM39__body
cg21426974,ELF2,promoter,ELF2__promoter
cg21427017,TMEM154,body,TMEM154__body
cg21427119,HM13,body,HM13__body
cg21427213,LPP,promoter,LPP__promoter
cg21427464,BIN1,body,BIN1__body
cg21428148,NDUFV2,promoter,NDUFV2__promoter
cg21428348,PREX1,body,PREX1__body
cg21428393,CBX3,body,CBX3__body
cg21428647,HES1,promoter,HES1__promoter
cg21428681,NKX3-1,promoter,NKX3-1__promoter
cg21428710,SLC38A4,promoter,SLC38A4__promoter
cg21428833,LMBRD1,body,LMBRD1__body
cg21428954,CELSR1,body,CELSR1__body
cg21429105,AGBL5,body,AGBL5__body
cg21429107,LOC100130274,promoter,LOC100130274__promoter
cg21429394,SLC17A8,promoter,SLC17A8__promoter
cg21429409,COPS4,promoter,COPS4__promoter
cg21429500,LAP3,body,LAP3__body
cg21429551,GARS,body,GARS__body
cg21429725,PIGZ,promoter,PIGZ__promoter
cg21430030,RTKN2,promoter,RTKN2__promoter
cg21430666,HIST3H3,promoter,HIST3H3__promoter
cg21430939,GAK,body,GAK__body
cg21430959,CCDC48,body,CCDC48__body
cg21431041,TBR1,promoter,TBR1__promoter
cg21431091,TMEM9,promoter,TMEM9__promoter
cg21431125,RIMS3,promoter,RIMS3__promoter
cg21431338,C20orf20,promoter,C20orf20__promoter
cg21431387,MSR1,promoter,MSR1__promoter
cg21431690,SLC5A8,promoter,SLC5A8__promoter
cg21431832,HPS4,promoter,HPS4__promoter
cg21431856,SH3BP4,promoter,SH3BP4__promoter
cg21432158,NFYB,promoter,NFYB__promoter
cg21432322,TMEM19,promoter,TMEM19__promoter
cg21432729,ADAMTS7,body,ADAMTS7__body
cg21432954,TRPC4,promoter,TRPC4__promoter
cg21433105,BAT2,promoter,BAT2__promoter
cg21433121,KCTD6,promoter,KCTD6__promoter
cg21433125,HDAC9,promoter,HDAC9__promoter
cg21433313,NAT15,promoter,NAT15__promoter
cg21433329,DPM1,promoter,DPM1__promoter
cg21433558,CNTNAP1,body,CNTNAP1__body
cg21433668,TBXAS1,promoter,TBXAS1__promoter
cg21433768,CYB5R2,promoter,CYB5R2__promoter
cg21433820,STX18,promoter,STX18__promoter
cg21434114,TGIF1,promoter,TGIF1__promoter
cg21434251,GPR137B,promoter,GPR137B__promoter
cg21434355,MIR29B1,promoter,MIR29B1__promoter
cg21434376,TBC1D9,body,TBC1D9__body
cg21434440,CD2AP,body,CD2AP__body
cg21434563,MAP3K4,body,MAP3K4__body
cg21434807,C2orf65,body,C2orf65__body
cg21434949,TMEM132C,body,TMEM132C__body
cg21434954,LCE1B,promoter,LCE1B__promoter
cg21435172,PLEKHA5,body,PLEKHA5__body
cg21435190,GATA2,promoter,GATA2__promoter
cg21435336,ANKLE1,body,ANKLE1__body
cg21435375,MAP1D,body,MAP1D__body
cg21435473,TOP1MT,body,TOP1MT__body
cg21435568,ANKRD29,body,ANKRD29__body
cg21436120,PBX1,body,PBX1__body
cg21436456,ZNF385D,promoter,ZNF385D__promoter
cg21436751,PET117,promoter,PET117__promoter
cg21436938,RNF183,promoter,RNF183__promoter
cg21437028,SHOX2,body,SHOX2__body
cg21437208,ASPSCR1,promoter,ASPSCR1__promoter
cg21437345,B4GALNT2,promoter,B4GALNT2__promoter
cg21437481,KLHDC9,promoter,KLHDC9__promoter
cg21437521,SLC1A4,promoter,SLC1A4__promoter
cg21437596,DMAP1,promoter,DMAP1__promoter
cg21437766,LIMK1,promoter,LIMK1__promoter
cg21438057,DNAH17,body,DNAH17__body
cg21438101,ADCYAP1,promoter,ADCYAP1__promoter
cg21438192,STX6,body,STX6__body
cg21438252,TRNAU1AP,body,TRNAU1AP__body
cg21438382,SP8,promoter,SP8__promoter
cg21438558,NUDC,body,NUDC__body
cg21438602,AIRE,body,AIRE__body
cg21438613,FAR2,promoter,FAR2__promoter
cg21438664,HNRNPC,promoter,HNRNPC__promoter
cg21438706,CDC14A,promoter,CDC14A__promoter
cg21439231,EPHA10,promoter,EPHA10__promoter
cg21439450,POLR2C,promoter,POLR2C__promoter
cg21439463,BICD2,promoter,BICD2__promoter
cg21439498,MGC2752,promoter,MGC2752__promoter
cg21439539,MRPL20,body,MRPL20__body
cg21439672,C1RL,promoter,C1RL__promoter
cg21439763,TNFSF4,promoter,TNFSF4__promoter
cg21439823,DTD1,promoter,DTD1__promoter
cg21439896,PSMB2,promoter,PSMB2__promoter
cg21440584,MIR1182,promoter,MIR1182__promoter
cg21440587,AIF1,promoter,AIF1__promoter
cg21440776,IFFO1,promoter,IFFO1__promoter
cg21440829,VGF,promoter,VGF__promoter
cg21441505,SLBP,promoter,SLBP__promoter
cg21441674,LYN,promoter,LYN__promoter
cg21441730,LTBP1,body,LTBP1__body
cg21441868,FBRSL1,body,FBRSL1__body
cg21441886,MRPL17,promoter,MRPL17__promoter
cg21441945,OAZ3,promoter,OAZ3__promoter
cg21442003,ACVR1C,promoter,ACVR1C__promoter
cg21442040,SCARB1,body,SCARB1__body
cg21442603,GLI2,body,GLI2__body
cg21442626,ATP6V1C1,promoter,ATP6V1C1__promoter
cg21442773,LYST,promoter,LYST__promoter
cg21442876,PET112L,body,PET112L__body
cg21442881,DENND3,body,DENND3__body
cg21443133,CAMTA1,body,CAMTA1__body
cg21443143,ZFAT,body,ZFAT__body
cg21443274,ZFPM2,body,ZFPM2__body
cg21443584,MBIP,promoter,MBIP__promoter
cg21443763,ANKS1B,body,ANKS1B__body
cg21443773,MDH1B,promoter,MDH1B__promoter
cg21444593,SNORA14B,promoter,SNORA14B__promoter
cg21444639,VAMP4,promoter,VAMP4__promoter
cg21444693,ZNF418,promoter,ZNF418__promoter
cg21444731,RGL4,promoter,RGL4__promoter
cg21444912,RELL1,promoter,RELL1__promoter
cg21445230,PSMB10,body,PSMB10__body
cg21445366,STAB1,promoter,STAB1__promoter
cg21445398,CNTNAP5,body,CNTNAP5__body
cg21445527,PCGF3,body,PCGF3__body
cg21445541,CD247,body,CD247__body
cg21445764,C3orf26,promoter,C3orf26__promoter
cg21446102,DNM1L,promoter,DNM1L__promoter
cg21446172,CAPN8,body,CAPN8__body
cg21446224,SASS6,body,SASS6__body
cg21446343,ARVCF,body,ARVCF__body
cg21446345,TLE3,promoter,TLE3__promoter
cg21446692,MTRF1,promoter,MTRF1__promoter
cg21446930,TANC1,promoter,TANC1__promoter
cg21446955,ARHGAP24,promoter,ARHGAP24__promoter
cg21447117,HOXA11,promoter,HOXA11__promoter
cg21447227,WDR60,body,WDR60__body
cg21447871,TMEM200C,promoter,TMEM200C__promoter
cg21448057,SLITRK1,promoter,SLITRK1__promoter
cg21448145,FGF14,promoter,FGF14__promoter
cg21448167,TSPAN9,body,TSPAN9__body
cg21448613,CDH29,body,CDH29__body
cg21448788,STYK1,promoter,STYK1__promoter
cg21448870,RYBP,body,RYBP__body
cg21448875,PGAM2,body,PGAM2__body
cg21448991,KLHL22,promoter,KLHL22__promoter
cg21449015,LRRC6,body,LRRC6__body
cg21449150,SPATA18,promoter,SPATA18__promoter
cg21449170,KLF14,promoter,KLF14__promoter
cg21449360,ATP2B4,promoter,ATP2B4__promoter
cg21449397,RPH3A,body,RPH3A__body
cg21449445,ZC3H3,body,ZC3H3__body
cg21449520,MEGF8,body,MEGF8__body
cg21449569,C19orf35,body,C19orf35__body
cg21449843,MANBAL,promoter,MANBAL__promoter
cg21450137,C2orf79,promoter,C2orf79__promoter
cg21450318,MLLT1,promoter,MLLT1__promoter
cg21450723,LOC400931,body,LOC400931__body
cg21450829,MCF2L2,promoter,MCF2L2__promoter
cg21450888,DNM3,promoter,DNM3__promoter
cg21451253,NPHP4,body,NPHP4__body
cg21451553,NOVA2,body,NOVA2__body
cg21451702,NAA20,promoter,NAA20__promoter
cg21451869,MMP9,promoter,MMP9__promoter
cg21451930,LAMC2,body,LAMC2__body
cg21451998,GSTM4,promoter,GSTM4__promoter
cg21452188,LMNA,body,LMNA__body
cg21452411,PRSS22,promoter,PRSS22__promoter
cg21452538,GAK,body,GAK__body
cg21452652,ZNF138,promoter,ZNF138__promoter
cg21452766,CTH,promoter,CTH__promoter
cg21452942,CCDC40,body,CCDC40__body
cg21453303,PLEKHG5,body,PLEKHG5__body
cg21453309,FAM101A,promoter,FAM101A__promoter
cg21453378,GAPDHS,promoter,GAPDHS__promoter
cg21453443,HIST3H2A,promoter,HIST3H2A__promoter
cg21453451,SOX2OT,body,SOX2OT__body
cg21453758,SLC16A3,promoter,SLC16A3__promoter
cg21453831,HIST3H2BB,promoter,HIST3H2BB__promoter
cg21454177,PPM1K,promoter,PPM1K__promoter
cg21454231,WNT2B,promoter,WNT2B__promoter
cg21454362,IQCE,body,IQCE__body
cg21454386,TFDP1,body,TFDP1__body
cg21454485,CD84,body,CD84__body
cg21454516,EFCAB2,body,EFCAB2__body
cg21454656,RBX1,promoter,RBX1__promoter
cg21454760,ARID1A,body,ARID1A__body
cg21454925,KIAA0802,body,KIAA0802__body
cg21454965,HLA-DOB,body,HLA-DOB__body
cg21455437,AHCY,promoter,AHCY__promoter
cg21455438,CD34,promoter,CD34__promoter
cg21455485,AHDC1,promoter,AHDC1__promoter
cg21455534,C6orf120,promoter,C6orf120__promoter
cg21455600,KCTD7,body,KCTD7__body
cg21455844,UNC13A,body,UNC13A__body
cg21455927,ASB14,promoter,ASB14__promoter
cg21456212,ATP11A,body,ATP11A__body
cg21456301,MIR520G,promoter,MIR520G__promoter
cg21456320,POLQ,body,POLQ__body
cg21457106,ANKRD50,promoter,ANKRD50__promoter
cg21457147,GTF2F2,body,GTF2F2__body
cg21457401,PNLDC1,body,PNLDC1__body
cg21457676,VEZT,promoter,VEZT__promoter
cg21457692,ZAK,promoter,ZAK__promoter
cg21457839,PTPRA,promoter,PTPRA__promoter
cg21457909,AGTR1,promoter,AGTR1__promoter
cg21458041,TNP2,promoter,TNP2__promoter
cg21458116,GGA1,promoter,GGA1__promoter
cg21458840,PYCRL,promoter,PYCRL__promoter
cg21458907,CADPS,promoter,CADPS__promoter
cg21458958,CD97,body,CD97__body
cg21459053,NLGN1,promoter,NLGN1__promoter
cg21459229,DZIP1L,promoter,DZIP1L__promoter
cg21459340,CPXM1,promoter,CPXM1__promoter
cg21459460,WRB,promoter,WRB__promoter
cg21459532,RNF152,body,RNF152__body
cg21459632,PARD3B,body,PARD3B__body
cg21459643,RPRD1A,body,RPRD1A__body
cg21459645,CYP27A1,body,CYP27A1__body
cg21459710,CDC37,body,CDC37__body
cg21459739,MUC12,body,MUC12__body
cg21459816,PTPRN2,body,PTPRN2__body
cg21459867,IDUA,body,IDUA__body
cg21459921,ADRM1,promoter,ADRM1__promoter
cg21460053,GSTM4,promoter,GSTM4__promoter
cg21460081,HOXB4,promoter,HOXB4__promoter
cg21460402,LMO1,promoter,LMO1__promoter
cg21460403,KCNQ3,body,KCNQ3__body
cg21460503,TH1L,promoter,TH1L__promoter
cg21460582,CSPG4,promoter,CSPG4__promoter
cg21460606,TNXB,body,TNXB__body
cg21460828,ARL4C,promoter,ARL4C__promoter
cg21461082,PRMT2,body,PRMT2__body
cg21461100,NOVA2,promoter,NOVA2__promoter
cg21461196,ELAC1,promoter,ELAC1__promoter
cg21461281,THSD7A,body,THSD7A__body
cg21461300,RASA3,body,RASA3__body
cg21461308,KLHDC4,body,KLHDC4__body
cg21461470,HIST2H2AA4,promoter,HIST2H2AA4__promoter
cg21461649,CFTR,promoter,CFTR__promoter
cg21461745,SLC39A11,body,SLC39A11__body
cg21461837,TMED1,promoter,TMED1__promoter
cg21461856,MGAT3,promoter,MGAT3__promoter
cg21461927,MYH9,body,MYH9__body
cg21462146,PRDX1,promoter,PRDX1__promoter
cg21462316,MCM3,promoter,MCM3__promoter
cg21462428,CCND2,promoter,CCND2__promoter
cg21462596,PRTN3,body,PRTN3__body
cg21462681,C7orf66,body,C7orf66__body
cg21462693,NOTCH4,body,NOTCH4__body
cg21462697,TBCD,body,TBCD__body
cg21462715,NUP160,promoter,NUP160__promoter
cg21462732,MAP7,promoter,MAP7__promoter
cg21462844,SGK3,promoter,SGK3__promoter
cg21462934,GNG7,promoter,GNG7__promoter
cg21462970,PER2,body,PER2__body
cg21463023,SEC22C,promoter,SEC22C__promoter
cg21463177,ATP6V1B2,promoter,ATP6V1B2__promoter
cg21463349,EN1,body,EN1__body
cg21463380,SST,promoter,SST__promoter
cg21463518,PRKAG2,body,PRKAG2__body
cg21463709,MYT1L,promoter,MYT1L__promoter
cg21463740,ERBB4,body,ERBB4__body
cg21463763,HSPA12B,promoter,HSPA12B__promoter
cg21463776,ZNF827,body,ZNF827__body
cg21463790,ETV1,promoter,ETV1__promoter
cg21463799,TCF3,body,TCF3__body
cg21463869,ADAM18,promoter,ADAM18__promoter
cg21463898,OSBPL7,body,OSBPL7__body
cg21464115,ESYT3,body,ESYT3__body
cg21464220,HDLBP,promoter,HDLBP__promoter
cg21464278,PARP9,promoter,PARP9__promoter
cg21464565,HOXA2,body,HOXA2__body
cg21464591,BAT2,body,BAT2__body
cg21464975,MARCH10,body,MARCH10__body
cg21465061,TUBGCP3,body,TUBGCP3__body
cg21465150,TRPV3,body,TRPV3__body
cg21465236,MYT1L,body,MYT1L__body
cg21465489,GCM2,body,GCM2__body
cg21465517,RPS21,promoter,RPS21__promoter
cg21465754,RAD51,promoter,RAD51__promoter
cg21466107,GLI3,body,GLI3__body
cg21466150,RFX6,promoter,RFX6__promoter
cg21466229,SNTG1,body,SNTG1__body
cg21466315,CDV3,body,CDV3__body
cg21466821,HIPK4,promoter,HIPK4__promoter
cg21466874,METTL5,body,METTL5__body
cg21466913,MAGI1,body,MAGI1__body
cg21466963,ZNF492,promoter,ZNF492__promoter
cg21467108,MCTP2,promoter,MCTP2__promoter
cg21467197,EPHB4,body,EPHB4__body
cg21467206,TENC1,body,TENC1__body
cg21467513,SLC39A6,promoter,SLC39A6__promoter
cg21467614,TNF,promoter,TNF__promoter
cg21467697,TSPAN5,body,TSPAN5__body
cg21467717,KCNG2,promoter,KCNG2__promoter
cg21467930,TBCD,body,TBCD__body
cg21467935,HSPA1L,promoter,HSPA1L__promoter
cg21468035,ABHD1,promoter,ABHD1__promoter
cg21468274,TMEM102,body,TMEM102__body
cg21468416,NEK6,promoter,NEK6__promoter
cg21468511,ZSCAN22,promoter,ZSCAN22__promoter
cg21468681,KIAA1009,promoter,KIAA1009__promoter
cg21468825,PAIP2B,promoter,PAIP2B__promoter
cg21468889,FUCA2,promoter,FUCA2__promoter
cg21468929,EMX2OS,body,EMX2OS__body
cg21468939,CA4,promoter,CA4__promoter
cg21468949,OR2H1,body,OR2H1__body
cg21468971,KLF15,body,KLF15__body
cg21469059,CHRNA5,body,CHRNA5__body
cg21469278,GRB14,body,GRB14__body
cg21469370,ACOXL,body,ACOXL__body
cg21469707,RASA3,body,RASA3__body
cg21469772,LHX6,body,LHX6__body
cg21470142,ANK1,body,ANK1__body
cg21470387,ALDH2,promoter,ALDH2__promoter
cg21470711,PCYT1A,body,PCYT1A__body
cg21471199,ALDH4A1,promoter,ALDH4A1__promoter
cg21471778,WHSC2,body,WHSC2__body
cg21471828,PDE1A,body,PDE1A__body
cg21472315,NPR1,promoter,NPR1__promoter
cg21472448,HTR7P,body,HTR7P__body
cg21472542,EHMT2,body,EHMT2__body
cg21472700,DYNC1I2,promoter,DYNC1I2__promoter
cg21472737,ATP2B2,body,ATP2B2__body
cg21472835,COX7B2,promoter,COX7B2__promoter
cg21472953,GJB5,promoter,GJB5__promoter
cg21473142,EOMES,body,EOMES__body
cg21473545,AACSL,promoter,AACSL__promoter
cg21473748,KRTCAP2,promoter,KRTCAP2__promoter
cg21473814,CRTC1,body,CRTC1__body
cg21474053,MTOR,body,MTOR__body
cg21474062,ZBTB38,promoter,ZBTB38__promoter
cg21474257,SLC2A1,body,SLC2A1__body
cg21474288,ZNF426,body,ZNF426__body
cg21474351,CCBP2,promoter,CCBP2__promoter
cg21474509,CLSPN,promoter,CLSPN__promoter
cg21474683,C17orf54,body,C17orf54__body
cg21474786,HOXB3,promoter,HOXB3__promoter
cg21474838,KLRD1,promoter,KLRD1__promoter
cg21474842,SLC36A3,body,SLC36A3__body
cg21474955,GCHFR,promoter,GCHFR__promoter
cg21475003,AASDH,body,AASDH__body
cg21475065,CNTNAP2,body,CNTNAP2__body
cg21475097,PRDM16,body,PRDM16__body
cg21475150,RPL31,promoter,RPL31__promoter
cg21475255,DAG1,promoter,DAG1__promoter
cg21475256,ABHD5,promoter,ABHD5__promoter
cg21475281,C4orf44,body,C4orf44__body
cg21475375,MAP3K7IP2,promoter,MAP3K7IP2__promoter
cg21475526,RAD52,body,RAD52__body
cg21475544,GPR19,promoter,GPR19__promoter
cg21475781,CFHR5,promoter,CFHR5__promoter
cg21475824,HNRNPU,promoter,HNRNPU__promoter
cg21475834,UGGT2,promoter,UGGT2__promoter
cg21476000,HOXC4,promoter,HOXC4__promoter
cg21476203,SCRIB,body,SCRIB__body
cg21476299,TNFSF11,promoter,TNFSF11__promoter
cg21476463,RBP1,promoter,RBP1__promoter
cg21476593,PGP,promoter,PGP__promoter
cg21476599,ANO2,body,ANO2__body
cg21476673,HOXB8,body,HOXB8__body
cg21476940,ITLN1,promoter,ITLN1__promoter
cg21477033,NCRNA00219,promoter,NCRNA00219__promoter
cg21477075,KIF25,body,KIF25__body
cg21477170,RGS12,body,RGS12__body
cg21477262,ETNK1,promoter,ETNK1__promoter
cg21477317,ATRIP,promoter,ATRIP__promoter
cg21477417,MYNN,promoter,MYNN__promoter
cg21477530,TP53BP1,promoter,TP53BP1__promoter
cg21477691,ARID5A,promoter,ARID5A__promoter
cg21477861,PLCD3,body,PLCD3__body
cg21477985,IL23A,promoter,IL23A__promoter
cg21478123,GMDS,body,GMDS__body
cg21478137,CYP19A1,body,CYP19A1__body
cg21478177,MCF2L2,promoter,MCF2L2__promoter
cg21478218,TRIM26,body,TRIM26__body
cg21478222,ELK4,promoter,ELK4__promoter
cg21478437,CTSE,promoter,CTSE__promoter
cg21478490,PROP1,promoter,PROP1__promoter
cg21478902,COL4A1,body,COL4A1__body
cg21478921,DTYMK,body,DTYMK__body
cg21478984,MARCH2,promoter,MARCH2__promoter
cg21479519,DAZAP1,body,DAZAP1__body
cg21479786,KRT33A,promoter,KRT33A__promoter
cg21479903,C19orf26,promoter,C19orf26__promoter
cg21480043,CYP2S1,promoter,CYP2S1__promoter
cg21480173,TYK2,body,TYK2__body
cg21480264,POLN,body,POLN__body
cg21480680,VWF,body,VWF__body
cg21480743,KILLIN,promoter,KILLIN__promoter
cg21480966,MYH15,body,MYH15__body
cg21481141,CIRBP,promoter,CIRBP__promoter
cg21481320,GRWD1,body,GRWD1__body
cg21481775,NKX3-1,body,NKX3-1__body
cg21481789,GFRA2,body,GFRA2__body
cg21481929,CDC42EP3,promoter,CDC42EP3__promoter
cg21481937,PTPRR,body,PTPRR__body
cg21481950,GABBR1,promoter,GABBR1__promoter
cg21482170,GPR108,promoter,GPR108__promoter
cg21482174,DHRS7C,promoter,DHRS7C__promoter
cg21482176,SDCCAG10,body,SDCCAG10__body
cg21482265,PAX8,promoter,PAX8__promoter
cg21482489,LOX,promoter,LOX__promoter
cg21482635,MXD1,body,MXD1__body
cg21482659,CACNA2D1,promoter,CACNA2D1__promoter
cg21482969,APPL1,promoter,APPL1__promoter
cg21483092,RGS12,promoter,RGS12__promoter
cg21483110,CHST8,promoter,CHST8__promoter
cg21483216,SYNPO,promoter,SYNPO__promoter
cg21483264,FAM59B,body,FAM59B__body
cg21483415,MUC20,body,MUC20__body
cg21483475,DHX36,promoter,DHX36__promoter
cg21483700,RTBDN,body,RTBDN__body
cg21483820,TTC26,promoter,TTC26__promoter
cg21483842,CDADC1,promoter,CDADC1__promoter
cg21483883,ELMO1,promoter,ELMO1__promoter
cg21483906,CLASP2,body,CLASP2__body
cg21483922,SAMD14,promoter,SAMD14__promoter
cg21483999,GRAMD2,body,GRAMD2__body
cg21484174,GPR176,promoter,GPR176__promoter
cg21484213,LRP1B,promoter,LRP1B__promoter
cg21484228,TRIM71,promoter,TRIM71__promoter
